frame,object_id,prompt_class,iou,precision,recall,detected
000202,2,object_2,0.0,0.0,0.0,False
000202,3,object_3,0.0,0.0,0.0,True
000202,4,object_4,0.0,0.0,0.0,True
000202,5,object_5,0.0,0.0,0.0,False
000202,6,object_6,0.0,0.0,0.0,True
000203,1,object_1,0.0,0.0,0.0,True
000203,2,object_2,0.0,0.0,0.0,False
000203,3,object_3,0.0,0.0,0.0,True
000203,4,object_4,0.0,0.0,0.0,True
000203,5,object_5,0.0,0.0,0.0,False
000203,6,object_6,0.0,0.0,0.0,True
000204,1,object_1,0.0,0.0,0.0,True
000204,2,object_2,0.0,0.0,0.0,False
000204,3,object_3,0.0,0.0,0.0,True
000204,4,object_4,0.0,0.0,0.0,True
000204,5,object_5,0.0,0.0,0.0,False
000204,6,object_6,0.0,0.0,0.0,True
000205,1,object_1,0.0,0.0,0.0,True
000205,2,object_2,0.0,0.0,0.0,False
000205,3,object_3,0.0,0.0,0.0,True
000205,4,object_4,0.0,0.0,0.0,True
000205,5,object_5,0.0,0.0,0.0,False
000205,6,object_6,0.0,0.0,0.0,True
000206,1,object_1,0.0,0.0,0.0,True
000206,2,object_2,0.0,0.0,0.0,False
000206,3,object_3,0.0,0.0,0.0,True
000206,4,object_4,0.0,0.0,0.0,True
000206,5,object_5,0.0,0.0,0.0,False
000206,6,object_6,0.0,0.0,0.0,True
000207,1,object_1,0.0,0.0,0.0,True
000207,2,object_2,0.0,0.0,0.0,False
000207,3,object_3,0.0,0.0,0.0,True
000207,4,object_4,0.0,0.0,0.0,True
000207,5,object_5,0.0,0.0,0.0,False
000207,6,object_6,0.0,0.0,0.0,True
000208,1,object_1,0.0,0.0,0.0,True
000208,2,object_2,0.0,0.0,0.0,False
000208,3,object_3,0.0,0.0,0.0,True
000208,4,object_4,0.0,0.0,0.0,True
000208,5,object_5,0.0,0.0,0.0,False
000208,6,object_6,0.0,0.0,0.0,True
000209,1,object_1,0.0,0.0,0.0,True
000209,2,object_2,0.0,0.0,0.0,False
000209,3,object_3,0.0,0.0,0.0,True
000209,4,object_4,0.0,0.0,0.0,True
000209,5,object_5,0.0,0.0,0.0,False
000209,6,object_6,0.0,0.0,0.0,True
000210,1,object_1,0.0,0.0,0.0,True
000210,2,object_2,0.0,0.0,0.0,False
000210,3,object_3,0.0,0.0,0.0,True
000210,4,object_4,0.0,0.0,0.0,True
000210,5,object_5,0.0,0.0,0.0,False
000210,6,object_6,0.0,0.0,0.0,True
000211,1,object_1,0.0,0.0,0.0,True
000211,2,object_2,0.0,0.0,0.0,False
000211,3,object_3,0.0,0.0,0.0,True
000211,4,object_4,0.0,0.0,0.0,True
000211,5,object_5,0.0,0.0,0.0,False
000211,6,object_6,0.0,0.0,0.0,True
000212,2,object_2,0.0,0.0,0.0,False
000212,3,object_3,0.0,0.0,0.0,True
000212,4,object_4,0.0,0.0,0.0,True
000212,5,object_5,0.0,0.0,0.0,False
000212,6,object_6,0.0,0.0,0.0,True
000213,2,object_2,0.0,0.0,0.0,False
000213,3,object_3,0.0,0.0,0.0,True
000213,4,object_4,0.0,0.0,0.0,True
000213,5,object_5,0.0,0.0,0.0,False
000213,6,object_6,0.0,0.0,0.0,True
000214,3,object_3,0.0,0.0,0.0,True
000214,4,object_4,0.0,0.0,0.0,True
000214,5,object_5,0.0,0.0,0.0,False
000214,6,object_6,0.0,0.0,0.0,True
000215,3,object_3,0.0,0.0,0.0,True
000215,4,object_4,0.0,0.0,0.0,True
000215,5,object_5,0.0,0.0,0.0,False
000215,6,object_6,0.0,0.0,0.0,True
000216,4,object_4,0.0,0.0,0.0,True
000216,5,object_5,0.0,0.0,0.0,False
000216,6,object_6,0.0,0.0,0.0,True
000217,4,object_4,0.0,0.0,0.0,True
000217,5,object_5,0.0,0.0,0.0,False
000217,6,object_6,0.0,0.0,0.0,True
000218,5,object_5,0.0,0.0,0.0,False
000218,6,object_6,0.0,0.0,0.0,True
000219,5,object_5,0.0,0.0,0.0,False
000219,6,object_6,0.0,0.0,0.0,True
000220,6,object_6,0.0,0.0,0.0,True
000221,6,object_6,0.0,0.0,0.0,True
000222,1,object_1,0.01012141304586471,0.010127782040824772,0.9415025527437633,True
000223,1,object_1,0.009482295842607388,0.009487746499209243,0.9428749803429256,True
000224,1,object_1,0.008656030006314142,0.008660587021520779,0.9426958602561245,True
000225,1,object_1,0.007908847817167435,0.007912454999963965,0.9454989661820148,True
000226,1,object_1,0.006886709924288672,0.006889983786410676,0.935456293880005,True
000227,1,object_1,0.0060189545098063915,0.0060214864028062115,0.9347028611067002,True
